"N.ASIG";"S.ASIG";"P.MAT";"P.LEN";"P.NEM";"PTU";"PROM.EM";"BECA.ARAN";"BECA.MANT"
2,6;"R";579,450793400259;709,540533225734;570,068754665723;396,898827849041;6,26368798539042;49,94;250
4,8;"A";677,579864617862;549,54948641353;594,774637990863;603,883501030492;6,34972075037658;8,31;0
3,5;"R";646,128945204291;695,581459256895;453,080460688445;601,32221856175;5,7929952096194;82,45;150
3,2;"R";633,386088380776;629,947648839108;679,573625427065;656,70192946886;5,28338819332421;27,78;400
6,1;"A";721,49431041958;511,954550926939;541,486353723206;590,296489051351;5,75927918255329;6,42;150
4,1;"A";664,295561054787;621,496776811469;582,090112881459;628,850946485634;5,43679948151112;44,03;300
4,4;"A";660,435251897123;497,881155054315;634,684000847156;546,860302957741;6,35484608337283;49,86;0
5,2;"A";653,376070718717;582,504821028372;554,87587612048;535,996517116583;6,23507920056582;27,94;50
3,6;"R";629,370243418258;597,858530677865;596,070875966155;467,149233207428;6,62119788266718;12,64;200
3,7;"R";619,89387555577;556,036147060809;578,277092385903;530,311581256881;5,22105455771089;50,14;50
4,8;"A";655,905347881723;529,608274531871;542,038366878318;608,994850670956;5,88265089392662;94,76;150
3,2;"R";630,003651538363;627,860701841483;526,187991199365;512,210062422204;5,44153048694134;78,06;50
3,5;"R";680,297113239965;639,766456032143;639,430879414328;577,559479725699;5,78523752354085;63,44;100
5,3;"A";732,648979161521;585,018504768132;704,335095714802;546,913947671222;6,31608726046979;35,36;200
3;"R";614,798262113165;580,505069519618;713,687889820597;527,517650027979;6,74649625755846;91,19;200
3,8;"R";655,157915854273;699,498885957227;520,262847378957;734,529289613125;6,32381485253572;31,3;150
4,1;"A";698,258550876933;615,620062323495;545,722745663742;612,584267700734;6,53187000267208;93,26;400
4,1;"A";681,756371820472;627,206218764594;605,939536854491;597,159908443999;6,69348029121757;56,48;150
4,4;"A";666,89181082943;548,340624192273;573,565697460512;742,232254805271;5,41760732233524;34,28;100
4,1;"A";659,890334339215;578,646907927197;560,320211793332;743,9525394711;5,53054714426398;73,48;0
4,3;"A";607,271137250559;415,201078673582;702,544785991991;660,803378004028;5,53687778003514;32,8;0
3,9;"R";677,737479388623;645,467686495169;652,665834979343;550,55943443399;6,75651236288249;52,54;50
3,6;"R";693,207482425283;646,608068447728;558,847415451863;540,311001863042;6,28503094054759;31,68;0
4,5;"A";737,88243236339;643,13290088493;615,583847297275;617,591091736139;6,4744673948735;47,24;400
4,8;"A";684,778208100226;531,055991536245;615,579603144722;662,96762783463;6,32171539664269;66,93;350
5,6;"A";736,996253615264;484,434935703927;573,01184156855;631,404889270594;5,42628321871161;48,65;150
4,4;"A";654,979954213534;572,718066193586;654,575298300608;516,720536241277;6,13242641948163;91,71;150
3,7;"R";618,9194379968;517,646763842317;667,939344329751;608,376255301611;5,67465635277331;94,43;100
5;"A";665,589649767997;560,098370845095;597,490442853065;589,390660925236;5,84870436266065;78,85;150
3,6;"R";642,338470164298;624,726716457853;531,503043802553;588,822255791257;6,5888784583658;52,23;150
3,9;"R";649,586596718292;586,235692124962;558,212508165369;683,557197483925;5,98762709610164;6,42;250
6;"A";723,72482294196;541,494707575987;529,277220532635;550,136645530797;6,37125287987292;40,96;350
3,9;"R";734,923151651882;663,866907513698;611,064341287541;607,920196553522;6,56931317634881;47,23;50
4,2;"A";659,792758868922;581,90297181851;612,539274679138;681,794854544769;5,51136840432882;33,1;300
3,7;"R";617,431990252747;576,021249441173;509,280819434289;613,406258934502;5,34016133360565;71,44;300
3,8;"R";631,204401237637;563,735229907799;501,016119668181;540,902673794298;5,52448556348681;76,73;200
3,9;"R";613,699916385223;625,957728338517;490,462160221475;693,483536963436;5,58330014497042;66,8;50
5,7;"A";687,756171482114;464,084204704738;665,025115165848;574,855072707991;6,77922084443271;24,95;350
3,7;"R";666,775943331443;594,216473586341;686,179137433375;712,718789156943;5,46686903089285;34,18;0
5,3;"A";647,459624805866;475,271729725672;571,475782556224;620,253160328973;5,46972530968487;85,11;200
4,6;"A";746,579623671853;610,768086585447;685,002855014053;602,206078383376;5,44940052144229;89,18;400
4;"A";671,167753704102;564,401917658389;587,726851877282;614,878530606308;5,85826750323176;68,87;400
5,4;"A";714,315506551552;566,520138351478;540,027679977189;686,086646541197;6,62730152346194;82,82;100
4,6;"A";706,370603803911;634,095376248154;642,573346749243;634,762190086855;6,65359200164676;68,03;0
4,3;"A";664,763477864516;539,52071678151;610,18751250917;616,244755443163;6,04537737444043;65,31;150
4,6;"A";707,047778573067;593,207584026441;581,234838057762;610,284993864197;6,40386489257216;24,75;350
4;"A";717,776714480554;640,189176050561;549,381596682628;628,763424349277;6,78577195107937;52,31;250
5,4;"A";746,360087749658;521,585973804965;700,22988638106;437,920524948212;6,2058097075671;85,53;300
3;"R";677,54837461823;663,209777707246;637,988212725561;668,325709676561;5,97105554714799;63,42;0
4,4;"A";721,85219206843;579,783287831439;562,409283135789;501,290239396333;5,96315041519702;5,06;350
4,1;"A";652,129333038919;634,638115753323;615,474725941404;614,083488331091;6,18765314109623;15,55;150
4,5;"A";680,750363358657;597,083379663212;571,653361302065;598,720335303413;6,00925261452794;35,45;300
4,5;"A";721,599418610257;576,000102071162;525,443767595543;615,238964277721;5,2595207862556;11,38;150
3,2;"R";578,121001362357;607,701965479714;592,149362388719;577,621566908089;6,4492142893374;32,85;100
4,1;"A";722,658502460852;648,110964023791;668,542413612647;692,850464784094;5,54395404011011;83,43;300
3,8;"R";671,683392023182;595,136428744651;594,127475370283;628,946301898704;5,58720139227808;26,67;250
3,2;"R";652,624132684586;646,329237936681;584,998243068521;574,076219641055;6,45612370409071;19,56;0
3,6;"R";642,051544419356;545,875153336171;570,607776114097;665,638805825263;5,51950995400548;20,03;300
5,5;"A";736,413432115371;544,270161408938;572,813796372656;616,817298293511;5,32303231433034;72,12;100
3,9;"R";702,688828741581;712,835285144635;448,560020152746;584,976226367051;6,0048565197736;40,63;100
5,4;"A";709,269615829662;514,103609414093;548,361885244572;588,103847272559;6,63670890182257;51,82;100
4,7;"A";704,933081273529;605,774534074267;618,94478597161;563,245779802623;6,76055859550834;5,25;150
5;"A";703,294954830674;607,104318154695;698,011843396647;691,34280013432;5,63471735268831;26,72;50
4,4;"A";725,004856852918;589,297767690335;605,217519788341;592,072423920936;6,44452924244106;12,89;0
5,1;"A";657,927697742695;471,496687907538;472,248000557544;547,407765148524;5,99044205360115;95,12;200
4,8;"A";684,572746979727;578,373912445197;578,954588045432;558,976417864896;5,91871027834713;89,42;0
4,8;"A";691,106553874818;549,509956350611;705,434709962344;452,527453003863;5,32862431183457;75,7;0
4,6;"A";677,362478951105;597,496080202185;683,174941258317;574,643424149922;6,48568291887641;24,21;200
4;"A";674,496280412815;671,462170418945;761,900494452571;669,047967279001;5,53379304818809;37,8;400
4,6;"A";628,980930873445;469,741166925565;600,57813550067;601,194077031794;6,37535046264529;27,4;250
4,2;"A";688,783713236271;590,38102094597;576,086833689456;595,826781376222;5,89263039641082;22,69;50
2,8;"R";643,709668394253;666,56262807277;657,411781687036;565,981422870817;6,12813065834343;18,1;0
4,7;"A";674,387993200545;555,300659260937;427,65410693811;480,955186168049;6,46951440870762;74,19;200
6,1;"A";777,537531018137;542,554434687238;586,066843934903;515,357845479368;6,47589260153472;42,78;50
5,1;"A";666,89829189701;487,369787338998;587,158542879602;674,888207772918;5,79095652252436;47,42;0
4,2;"A";645,283747497108;509,041475446742;450,298807541351;626,939574328367;5,39042775072157;26,51;250
5;"A";650,792681392958;485,094959833543;559,841328153866;574,854595951766;5,45528666079044;38,64;300
4,5;"A";709,750432581449;622,053616116807;562,436350707172;668,28194702857;5,63637152537703;4,89;50
5,8;"A";717,674276187611;534,769026795357;583,463131224758;719,658432655862;6,72060452029109;13;100
4;"A";671,122659273104;636,675651797337;602,306842461422;540,202275688037;5,29277231991291;23,56;350
3,9;"R";666,167166467652;604,730787295724;584,77552427421;630,598504444929;6,77174883820117;77,63;250
3,8;"R";673,017584448909;608,113858369951;540,625026968299;610,65138333612;6,69321743287146;91,13;200
4,8;"A";616,71254368859;454,891332139282;637,90558418626;579,60988086523;5,42294219881296;72,74;100
6,8;"A";766,007622494349;494,450444408024;558,684181651389;587,054498759501;5,78598911128938;81,59;350
3;"R";629,220016364819;641,82637801026;507,369098473509;678,238941807376;6,58484533466399;23,18;250
5,4;"A";701,943732116594;547,163345646156;576,666483498747;740,82707903843;5,34925501868129;40,92;400
3,7;"R";688,238710720055;717,057155587771;539,826528773221;662,371906233109;5,80029347911477;69,07;350
4,9;"A";710,054657945427;558,836691591374;661,986029576984;634,532142445498;5,80764410383999;67,15;50
6;"A";698,296671411026;502,74998450507;712,725792007734;589,022726877007;5,91400817744434;76,99;250
4,2;"A";699,785318468119;634,472089774867;653,712465268892;606,673852300389;5,24460572972894;84,01;150
4,2;"A";694,40940033856;532,645658430449;576,351876533291;465,030639025252;5,44499001912773;81,94;0
4,3;"A";661,701507787692;591,722090249059;590,645697390642;632,494976442094;5,26075760126114;25,8;300
3,7;"R";653,882661560577;658,818422000367;796,265848188763;750,547942692207;6,67670400924981;78,75;50
3,6;"R";616,285969057219;656,7367816887;477,306202518749;532,193510585672;6,56997413523495;27,74;100
5,1;"A";703,771537910819;571,349719649823;599,331558577106;540,181120077911;6,18109755814075;87,56;50
2,9;"R";612,741780608553;615,70446385381;702,780238150241;650,057187310323;6,37669820599258;6,97;100
4,1;"A";668,023220518628;552,486665775509;679,173498394605;651,899016355467;6,38926895335317;29,74;100
4,7;"A";643,531336478039;533,114281957648;481,715470117046;590,149955078049;5,57424717396498;31,95;100
3,1;"R";684,148743174441;670,009113437218;663,416920515162;557,752182544246;5,37018712200224;29,99;300
4;"A";631,916618975597;517,662449294501;627,263221824289;536,625383865493;5,44475672319531;71,25;400
3,8;"R";597,408654938288;623,557167259958;618,764700581012;624,413193057757;5,74237826578319;18,04;200
4,6;"A";663,879556992209;565,249424941039;644,847007373485;500,850546923816;5,35241640284657;41,48;0
4,2;"A";694,698608648628;557,326776228075;627,957495304047;563,427776458383;5,21828138455749;92,47;150
4,1;"A";656,905077183974;519,570726792161;662,644717376086;583,45274937312;6,38091433607042;94,96;50
5,1;"A";665,616935781104;543,609346782089;577,311331612473;556,902730819148;5,68405543342233;7,05;150
5,1;"A";758,352724154262;590,922560909234;615,027268584132;544,601352594266;5,9442128688097;48,22;400
5;"A";680,205534273379;497,408842102341;571,957312967127;582,09961937834;6,79671151489019;47,04;0
4,2;"A";681,70430744781;607,35734926396;692,489022245084;680,960259016793;6,44406275749207;72,96;300
3,2;"R";598,38618580965;598,411097673862;747,23040001697;543,529797736361;5,51325131431222;42,48;100
5,9;"A";708,510069585535;449,033967940442;622,448759765546;661,288242671862;6,65796257518232;39,17;350
4,5;"A";722,283991193534;666,081545082998;440,765317384065;585,361262914076;6,55371563918889;24,46;250
5,5;"A";715,185400747438;548,148191384802;540,990635217347;608,548370701606;5,7609163288027;15,68;150
4,3;"A";729,362139552468;666,107524361223;498,542657018065;615,667822764658;5,33533905930817;65,37;250
4,1;"A";622,933864877853;530,130605272363;652,645844877023;645,347461498202;6,79375984221697;44,05;0
4,2;"A";667,006773353342;584,720013435452;536,103644651257;537,316807821171;5,42492184899747;87,07;300
5,1;"A";748,479268144029;562,924838517793;656,612670719988;627,912983369571;5,95882980898023;78,04;0
4,3;"A";656,919585465007;528,440203413112;556,843921098471;462,473260442584;6,24337309785187;5,72;100
5,4;"A";718,077425173287;493,471225862249;616,253813154507;581,959688377519;6,61130781397223;97,44;50
4,9;"A";706,150381653326;614,432497779953;589,899827056243;622,175266653957;6,61967793218791;48,88;400
4,2;"A";625,394074120292;501,875676163297;566,945258706833;636,304234416289;5,83781810440123;91,78;100
4,3;"A";666,991535378609;681,885825236661;568,667032466174;539,241765971372;5,53853768669069;52,2;100
4,4;"A";714,764689755172;598,232019996666;654,665709566305;581,354823829218;5,71636765673757;76,26;200
6;"A";712,89922446621;421,642867147937;576,709483115545;575,292513189845;5,97711713165045;88,9;250
4,5;"A";645,895930986042;541,94329864089;547,530787574072;491,528670213417;5,68798422031105;53,98;350
4,8;"A";719,714864888773;628,341046443262;534,235297423868;610,086592198607;6,38513768389821;1,8;100
4,1;"A";673,984748430204;577,871682066377;503,858685910165;611,956607762626;6,03446297943592;7,7;0
3;"R";661,894178577237;653,446700334734;561,092069053314;639,623185498729;6,69391441456974;84,72;200
4,5;"A";696,351699023412;594,181646616899;695,163748008961;596,212554078822;6,66970488801599;91,71;100
4;"A";668,167777686555;630,758411761438;689,712142967719;575,045523232905;6,39107815250754;29,77;50
5,2;"A";721,316440614973;594,965089217714;642,648402350903;574,490606529722;6,27483227588236;88,91;0
4,2;"A";691,854917074317;593,33432203625;688,174799038596;605,000393708666;6,22871169447899;42,9;300
4,5;"A";716,312620516933;555,132566683029;638,913016255196;624,402662631078;5,28133581764996;53,14;400
5,1;"A";720,448539927182;606,35924702821;541,787351551709;544,4631425299;5,33733148947358;7,38;350
5,6;"A";759,313686480234;550,616953978737;567,752873221579;670,358713708713;5,8153247255832;77,54;0
4,5;"A";620,847336897768;488,426512004151;649,934173864773;713,398245869095;5,98489107228816;78,69;250
4,7;"A";689,536389079399;619,444503181876;593,676731345021;500,691537090634;6,71096158176661;99,37;350
4,4;"A";686,570898052752;630,214707571809;577,895587251473;750,159415940624;6,59037348255515;45,1;150
4,3;"A";659,802330936335;599,814692409733;733,891174963385;688,912292294377;5,50536008439958;94,16;350
4,9;"A";701,307016094331;612,573908151747;581,181379633574;620,73791627802;5,54416097328067;90,26;150
4,2;"A";647,619927019082;522,808354456742;520,498447591448;480,980757138379;5,69988457225263;58,99;300
3,6;"R";715,023614798833;678,76706811221;609,614476554423;492,842320159405;5,88293338157237;0,09;250
5,5;"A";712,995482283187;523,186089123016;570,722406123018;527,228287549003;5,72850883454084;5,2;300
4,2;"A";654,937582892743;612,143533974506;643,322912841175;664,441366504213;5,57828538268805;73,75;50
4,2;"A";670,445629239892;538,231758332995;574,765017785249;536,095886161616;6,11150530353189;13,76;200
3,4;"R";676,723595647754;628,718237894118;636,308965876954;518,074993325765;5,59045448005199;24,68;250
5,7;"A";734,036119653936;560,485399888608;642,54185469116;554,749525528009;5,48477270975709;5,21;50
4,6;"A";704,919022813322;573,578976279548;684,473492500553;640,297862503096;6,61064902059734;90,88;200
3,8;"R";671,805574031996;592,289787906874;677,216611555188;642,061873690285;6,38746144026518;3,6;50
3,9;"R";670,939738860078;658,080734649626;683,883750830498;671,73206003753;5,44878910519183;6,7;50
4,3;"A";684,037560366145;555,285150611183;595,817922931146;494,920402109053;5,72315417341888;81,91;150
4,8;"A";650,782304638188;497,318476303134;695,084584729433;730,938376358977;6,36837862506509;16,08;250
3,7;"R";650,57046479002;578,505211339739;696,168105639709;442,821261628002;6,4015990331769;58,08;150
4,7;"A";693,677277071946;630,176222283808;624,965380337471;512,222286566984;5,85503220558167;10,54;150
2,7;"R";612,559986480536;685,22114848263;527,268494628098;636,767989142185;5,70518610626459;60,77;0
4,5;"A";709,91308059983;600,586296092669;724,777620435254;597,493125266741;6,44936006180942;55,1;250
4,2;"A";679,678985055581;585,848398972797;467,87433973519;617,310195602462;5,80860667005181;51,32;0
5,7;"A";699,242190088436;499,666432596562;670,854202336389;583,576048315148;5,62454399131238;58,03;0
4,6;"A";700,765230678115;620,984418730891;673,700105240295;683,069398008671;6,7119953289628;49,2;250
4;"A";639,689467058269;624,656092707319;585,440621065849;660,887753170688;5,40227498263121;10,47;100
3,5;"R";660,31297412073;585,841452066039;558,342126992792;530,731511944452;6,18228683322668;50,62;100
3,9;"R";682,589923937659;600,68339461917;435,911950802335;643,860978746226;5,38059779666364;56,43;350
3,4;"R";688,180123459889;669,054503564529;569,257548759776;636,798318615555;5,79092184863985;90,41;100
3,5;"R";674,780395396136;631,216246261383;603,026885116341;469,649066721339;5,61276981830597;28,67;300
4,5;"A";728,213712940568;639,734260844007;488,467453786208;456,955421587804;5,28605378679931;80,82;250
4,9;"A";733,195714947605;595,77729061607;576,416821111814;648,596746256254;6,75795861892402;88,49;350
3,9;"R";645,75066731231;549,889011205792;573,117335851108;521,052121261194;6,21554573178291;16,04;350
3,6;"R";628,71865138449;635,402007847224;563,570212895737;684,23222991713;6,12683998160064;16,01;200
4;"A";642,052111646185;564,339256219082;619,44843625165;538,109160082654;6,69409769028425;28,7;400
4;"A";714,047108577168;701,195963608884;508,067056846283;496,955782888091;6,04236940890551;46,07;400
5,7;"A";684,883961566238;481,295699912163;526,518098517374;782,381598482527;5,73797317892313;88,54;300
4,3;"A";667,320430675928;561,028561795407;508,540000876473;596,82878691088;5,70845326147974;67,15;50
3,6;"R";657,617280184532;606,817984852106;681,70822681051;671,772187856054;5,85083725862205;87,14;50
5,4;"A";745,704584143306;578,613610609947;554,507528043776;616,812593624204;6,47016184814274;10,6;50
5,3;"A";759,37012523026;562,972149942369;753,540679581387;618,17332132077;6,58923270925879;11,38;50
3,6;"R";666,198506521012;618,651523650427;533,77151207082;630,623563656405;6,39520699754357;51,99;300
3,9;"R";651,600946238695;588,741291008079;641,957519873523;595,175821788181;5,48673461228609;0,02;100
4,4;"A";669,998213874207;549,949823592437;453,029425490295;588,370818678337;6,5257901750505;1,42;400
5,9;"A";748,294459612528;533,803981656069;576,389456346034;639,570569080486;6,58896514363587;74,98;50
5,3;"A";703,979154088443;515,531652245288;715,488666400127;562,621653834535;6,21872820854187;60,98;250
4,5;"A";697,34828430555;652,368283334886;492,750274257019;572,062148635932;6,35435954295099;17,14;200
3,3;"R";670,790447085692;711,166948992292;610,473421106584;594,726558039328;6,57467840239406;78,19;100
4,1;"A";643,475498955981;538,800634917073;594,902665121026;577,580551622321;5,90585691779852;58,31;150
4,5;"A";727,96882187404;661,736450834727;524,170518617033;668,100078414067;6,03115246258676;23,22;300
4,6;"A";641,506486777389;553,103178678839;637,027727527819;641,861076505435;6,42317595407367;89,6;100
3,4;"R";642,297043755619;632,995627146845;576,064896411791;596,110674290169;5,8174024540931;73,66;50
4,1;"A";658,144611630287;569,027915370373;619,555495319788;581,475193262947;6,12398173734546;25,83;250
4,5;"A";741,939766132928;620,164213176849;634,57374146353;667,208815580182;5,69883493259549;88,61;50
3,5;"R";636,996894783134;583,093525487291;550,362749241788;625,34046430534;5,22891064025462;95,65;150
5;"A";682,978075957057;555,796155542815;523,207398207922;500,012514230439;6,74908122383058;49,39;250
3,8;"R";610,937881370171;567,566166925425;581,748948664434;590,783484042265;6,69638187587261;10,38;150
3,7;"R";667,950530988302;706,00165207448;603,139466864757;708,654493951647;5,95844857767224;86,02;50
4,6;"A";631,903130842162;481,565086620512;602,770871951967;605,888220832463;5,41500927507877;30,56;150
5,1;"A";644,931968615054;518,391184562803;642,488308494377;579,382574942306;6,23100784346461;34,63;100
5,1;"A";692,187535909359;566,706555273792;616,428703562203;541,176372351886;5,99336272217333;83,56;300
4,3;"A";680,936172843704;569,239660781828;584,548255107587;592,715891600113;5,94559424482286;3,44;50
4,2;"A";662,980138186976;515,378780346527;555,01784275787;643,94748156739;6,24653522260487;57,65;250
4,6;"A";696,065418512688;569,80425039172;677,966788730049;651,918366620098;5,69544792808592;57,39;300
5;"A";698,064315193679;573,01288870461;535,913311970986;596,402669495719;6,60922438278794;45,12;250
5,8;"A";696,810155705283;465,286124335332;584,806887339234;556,133160647066;6,14299378246069;5,88;100
4,5;"A";708,430568546157;621,244229529206;663,058824219236;588,604912216573;5,93322709985077;46,58;50
4,2;"A";615,181155300388;477,799306867525;631,824144146845;629,518645746642;5,91262105964124;86,26;150
5,9;"A";721,546421459615;553,714921645489;608,146595048487;719,807618178775;6,31677098199725;42,87;200
4,3;"A";655,523139782627;584,797677152172;597,436850626858;498,119267509672;5,51389286778867;89,46;50
2,4;"R";643,650224609885;743,717599009154;650,810607303204;571,128594836385;6,04534213840961;73,46;250
4,1;"A";675,235709202568;631,757903820152;650,003898237697;655,134265689669;6,31336857564747;80,51;100
4,8;"A";730,78798062749;551,442603054244;671,32317641563;475,92154836836;5,60931816846132;70,49;150
5,1;"A";736,40107037188;647,108787170417;702,211243238476;575,669915922687;5,20014787018299;79,67;0
4,7;"A";711,382078439716;617,851148557801;566,62035100409;533,670160004561;6,70428975634277;23,88;100
5,4;"A";688,382801385466;512,896007022529;758,205373309748;565,542633961178;6,29610250219703;29,95;300
4,9;"A";681,475533446792;589,55066785135;659,664814975219;592,523227049431;6,10851468294859;36,22;350
3,7;"R";673,705472651098;614,973423028852;639,266128005013;660,253635170205;5,8928968206048;57,29;0
4,3;"A";641,119292316909;578,994962502444;547,919642448056;594,130975673651;5,33279424756765;84,59;200
5,4;"A";723,981082487469;499,746136544391;789,031878863847;631,57284475442;5,36382288038731;0,91;300
3,8;"R";686,969660808132;658,892187000061;698,567252025727;522,798371654451;6,67412332743406;8,3;300
5,1;"A";772,736994813679;584,105655855531;570,808168787842;665,868841025814;5,69344582818449;61,6;0
4,9;"A";756,599519433193;649,589492100609;537,10530956548;550,205463517465;5,25859890952706;88,4;300
4,5;"A";720,446215963877;611,451424025102;473,952321382407;529,858554159205;5,84957065880299;84,56;150
5,2;"A";688,005810380392;439,859761267056;620,22610470004;635,979450225655;5,95501134730875;21,22;50
4,5;"A";704,460174944957;546,745709364482;607,423365396045;522,110449072127;5,58532676249743;41,17;200
3,1;"R";610,128835341112;678,510786164617;678,517292441752;648,054599849747;6,72100121229887;53,79;200
3,9;"R";683,172719561371;626,040322870406;653,299481237947;653,929969193779;6,33204411417246;42,02;200
5,9;"A";760,758774071812;491,176810359311;661,228730881131;559,120790549113;5,34288783557713;48,69;400
3,8;"R";682,443328587208;675,922625644011;708,31852263905;691,091363839471;6,49093606621027;14,91;0
2,7;"R";641,165678478992;705,99827178506;604,318401901124;674,526729180743;5,99168464355171;36,1;150
4,3;"A";706,209155276705;606,216285817564;667,084323661313;577,375525869674;6,76027483679354;14,56;350
3,7;"R";652,810276051404;581,07195613692;613,114510332019;606,071220036444;6,13430322222412;20,33;300
3,8;"R";646,653298794384;568,655195862171;626,144010003837;557,147799210479;5,78926129899919;64,28;50
4,5;"A";664,297504323563;597,627652098058;704,506140041144;583,645558323957;5,55667597837746;87,37;200
4,6;"A";700,947611750097;560,178248730428;496,262518133208;540,511216103162;5,21146129071712;66,27;350
5,2;"A";672,676856449815;582,122307940645;598,947333033933;561,147905303967;5,46913958713412;23,01;250
4,5;"A";679,671032073951;548,828301852199;604,982726426994;698,387329664019;5,27010211348534;81,61;50
4,3;"A";649,698771703648;532,198785890425;633,487415833716;589,162456512018;6,53785678371787;86,21;250
4,2;"A";675,25429269959;658,162792236035;555,909721326764;573,33569888257;6,67891861125827;92,81;0
4,8;"A";687,726447971557;505,536291080276;636,572832579838;549,731141803177;6,15044540949166;72,17;200
3,4;"R";644,005793532295;622,097828683635;468,185372169126;578,152777307862;6,60624050013721;34,57;300
4,1;"A";621,842273902036;505,661425837982;565,984427440825;552,051320366783;5,49754233807325;24,57;300
3,6;"R";652,12601350952;657,464346382813;667,345306964092;535,51711978174;6,03505350612104;32,95;250
5,5;"A";763,56778818565;572,238877914068;683,701689980628;584,737688619938;6,70310110226274;23,64;300
5,2;"A";679,571181930675;548,763448542705;674,649553313712;617,376130912099;5,97731235437095;41,72;300
4,5;"A";684,765637422656;548,957050128354;665,971352031804;546,983156830941;6,75543819852173;17,63;400
4,3;"A";696,980340425898;593,559688448562;600,802422352772;512,944046217613;5,45857218950987;19,54;150
4,8;"A";710,646118778191;576,889148679631;578,468189443374;622,922059756934;6,79577640481293;76,28;50
4,5;"A";656,980874051239;575,204856517486;595,675856311952;584,232790915318;6,04065694101155;72,62;200
4;"A";630,52755258816;620,068708869637;585,606744421348;660,755886914607;6,2084638684988;30,68;100
4,8;"A";707,775620411312;625,284031133722;517,848838428964;594,742510813535;5,71094977110624;39,41;250
4,7;"A";692,114064121498;502,401488547719;609,734495727964;625,78252334888;6,60396267510951;22,03;350
5,9;"A";698,668640174152;497,846958858247;614,144532533555;477,593391468652;6,08957964368165;16,88;150
5,2;"A";739,442757000771;587,135924033265;673,764190183825;630,048845894849;6,13945999071002;76,04;100
4,8;"A";642,716147294429;536,531184372513;598,11013406713;624,378727101014;6,26481203921139;31,33;150
4,8;"A";722,178639877205;643,138871142605;674,059496069626;573,623515477617;5,60751016698778;7,37;150
4,2;"A";691,61679130843;675,873923047045;643,703378058251;552,866656248512;6,76530240625143;78,65;400
3,6;"R";683,065218570894;693,298797858909;652,205591164753;697,013421194701;5,73629893399775;80,43;400
4;"A";672,635627833536;584,786139606251;556,292904868439;685,559540053119;6,18387181200087;18,29;350
3,7;"R";602,917569250196;582,8750195569;580,98895641824;616,69557565376;5,37966475151479;34,55;400
5;"A";677,746163352415;546,026177315701;591,537958218404;503,475628595747;5,54468479193747;55,81;250
5;"A";721,368088011393;603,606384977973;606,256514530529;683,130524430918;6,71915075853467;81,11;50
5;"A";658,512273769993;515,924614002243;604,838166646222;558,553734804059;6,33675582110882;73,99;250
4,4;"A";620,641502935015;569,209316103724;449,664691717974;553,629664889596;6,07335551120341;87,79;150
4,1;"A";658,90516470138;603,784292162809;573,224780635335;565,822121007596;6,28219972588122;72,69;400
4;"A";653,181600692121;583,284613230176;806,255180829349;596,540615871283;6,67725198157132;45,8;150
4,3;"A";734,581741463872;618,937039227535;653,198898138805;476,842646099627;5,28482736945152;82,28;200
4,1;"A";621,728622057404;602,938008832378;557,817705828887;681,902148994808;5,60012014731765;23,31;150
4,2;"A";683,202056951897;581,133788719943;585,141224284741;714,603867738156;6,64950678646565;88,18;350
5,2;"A";782,019388291908;582,708392012098;605,060677865455;595,681276073309;6,13230664543808;87,93;0
4,9;"A";707,584292209829;589,718096713787;635,179396923592;590,866597587794;5,30895851776004;16,9;200
3,9;"R";703,251191654339;648,554813608946;546,848710179284;696,599818939551;6,00445582941174;95,43;50
3,9;"R";635,227716783232;597,211396429366;526,267589476982;525,8164714981;5,79230873845518;96,02;400
4,7;"A";729,074435868558;648,861249237882;566,897306518302;630,632895216326;6,45115826278925;44,69;350
2;"R";605,819972181724;719,134113964918;684,001241778728;621,709267526072;6,50989725627005;7,93;250
3,7;"R";636,596771289761;635,928496578666;606,876319513987;628,597319275548;5,897614197433;9,59;250
5,1;"A";700,597409506349;510,136514868753;725,3650471393;572,419707652893;5,29366852752864;63,59;50
4,1;"A";678,745602192676;650,521127801209;602,552255407592;575,89934730416;5,99809553660452;55,98;350
4,1;"A";692,805714395965;605,12027186256;722,003844612432;604,218699782446;5,31587683074176;9,83;50
3,7;"R";651,888445768471;573,870480399958;674,574197643864;593,749978128775;6,71037605591118;61,24;200
4;"A";666,115136830786;575,721822293441;648,916771359591;621,310945614607;5,93096915110946;36,85;400
4,8;"A";727,371648247615;669,973932390766;532,767641244191;680,118043972405;5,89087476842105;10,09;350
4,8;"A";723,886165940904;665,909521246755;530,770743996351;641,016358923263;5,95582961030304;85,46;200
4,4;"A";688,440807108702;613,300538458162;699,004298173493;645,269675201956;6,67934703715146;35,56;150
3,5;"R";599,467690144108;583,7951258765;551,751774855115;432,580176867771;5,82528414577246;13,32;200
3,9;"R";709,878728996991;680,367226200368;442,506685160434;548,235374645626;6,74271480441093;27,65;350
4,3;"A";694,796050100684;587,945123535682;594,67146479931;591,91346245903;5,71491061598063;80,69;400
4,2;"A";709,027044184968;609,736992322388;632,417120744059;677,807548645437;6,34028537347913;18,57;350
4,5;"A";640,054273814613;461,551246647354;727,550144870646;502,505736766035;5,5523130055517;24,84;250
5,8;"A";747,077832180389;478,356460299546;548,781943105958;744,584658496259;6,17634645029902;4,26;50
4,9;"A";698,818209049444;558,806918484228;599,348006369773;553,596109352027;5,68081639781594;39,2;250
